year,month,day,decimal,average,error,ndays
1974,5,19,1974.3795,333.34,8.3335,6
1974,5,26,1974.3986,332.95,8.32375,6
1974,6,2,1974.4178,332.32,8.308,5
1974,6,9,1974.437,332.18,8.3045,7
1974,6,16,1974.4562,332.37,8.30925,7
1974,6,23,1974.4753,331.59,8.28975,6
1974,6,30,1974.4945,331.68,8.292,6
1974,7,7,1974.5137,331.44,8.286,6
1974,7,14,1974.5329,330.85,8.27125,5
1974,7,21,1974.5521,330.76,8.269,7
1974,7,28,1974.5712,329.8,8.245,4
1974,8,4,1974.5904,329.85,8.24625,5
1974,8,11,1974.6096,329.05,8.22625,6
1974,8,18,1974.6288,329.06,8.2265,6
1974,8,25,1974.6479,328.33,8.20825,7
1974,9,1,1974.6671,328.05,8.20125,5
1974,9,8,1974.6863,327.57,8.18925,4
1974,9,15,1974.7055,326.73,8.16825,6
1974,9,22,1974.7247,326.96,8.174,7
1974,9,29,1974.7438,327.31,8.18275,5
1974,10,6,1974.763,327.07,8.17675,6
1974,10,13,1974.7822,327.23,8.18075,5
1974,10,20,1974.8014,327.4,8.185,5
1974,10,27,1974.8205,327.64,8.191,7
1974,11,3,1974.8397,327.8,8.195,7
1974,11,10,1974.8589,328.5,8.2125,6
1974,11,17,1974.8781,328.56,8.214,7
1974,11,24,1974.8973,328.46,8.2115,5
1974,12,1,1974.9164,328.76,8.219,4
1974,12,8,1974.9356,329.39,8.23475,7
1974,12,15,1974.9548,329.77,8.24425,7
1974,12,22,1974.974,329.96,8.249,7
1974,12,29,1974.9932,330.38,8.2595,7
1975,1,5,1975.0123,330.43,8.26075,5
1975,1,12,1975.0315,330.59,8.26475,7
1975,1,19,1975.0507,330.8,8.27,7
1975,1,26,1975.0699,331.22,8.2805,7
1975,2,2,1975.089,331.64,8.291,6
1975,2,9,1975.1082,331.12,8.278,7
1975,2,16,1975.1274,331.41,8.28525,6
1975,2,23,1975.1466,331.96,8.299,7
1975,3,2,1975.1658,331.73,8.29325,3
1975,3,9,1975.1849,331.61,8.29025,5
1975,3,16,1975.2041,332.11,8.30275,5
1975,3,23,1975.2233,331.86,8.2965,4
1975,3,30,1975.2425,333.3,8.3325,5
1975,4,6,1975.2616,332.79,8.31975,5
1975,4,13,1975.2808,333.31,8.33275,4
1975,4,20,1975.3,333.39,8.33475,7
1975,4,27,1975.3192,333.49,8.33725,7
1975,5,4,1975.3384,333.94,8.3485,7
1975,5,11,1975.3575,334.25,8.35625,6
1975,5,18,1975.3767,333.45,8.33625,5
1975,5,25,1975.3959,334,8.35,7
1975,6,1,1975.4151,333.96,8.349,7
1975,6,8,1975.4342,333.32,8.333,5
1975,6,15,1975.4534,333.22,8.3305,7
1975,6,22,1975.4726,333.47,8.33675,6
1975,6,29,1975.4918,333.01,8.32525,6
1975,7,6,1975.511,332.32,8.308,6
1975,7,13,1975.5301,331.83,8.29575,5
1975,7,20,1975.5493,331.36,8.284,4
1975,7,27,1975.5685,331.21,8.28025,5
1975,8,3,1975.5877,331.01,8.27525,6
1975,8,10,1975.6068,330.38,8.2595,5
1975,8,17,1975.626,329.48,8.237,6
1975,8,24,1975.6452,328.73,8.21825,5
1975,8,31,1975.6644,329.24,8.231,6
1975,9,7,1975.6836,329.42,8.2355,3
1975,9,14,1975.7027,327.95,8.19875,7
1975,9,21,1975.7219,327.96,8.199,5
1975,9,28,1975.7411,327.97,8.19925,5
1975,10,5,1975.7603,-999.99,-24.99975,0
1975,10,12,1975.7795,328.35,8.20875,1
1975,10,19,1975.7986,328.63,8.21575,5
1975,10,26,1975.8178,328.8,8.22,5
1975,11,2,1975.837,329.03,8.22575,6
1975,11,9,1975.8562,329.01,8.22525,6
1975,11,16,1975.8753,329.25,8.23125,3
1975,11,23,1975.8945,330.18,8.2545,2
1975,11,30,1975.9137,329.72,8.243,1
1975,12,7,1975.9329,-999.99,-24.99975,0
1975,12,14,1975.9521,-999.99,-24.99975,0
1975,12,21,1975.9712,-999.99,-24.99975,0
1975,12,28,1975.9904,-999.99,-24.99975,0
1976,1,4,1976.0096,331.33,8.28325,3
1976,1,11,1976.0287,331.62,8.2905,6
1976,1,18,1976.0478,331.66,8.2915,6
1976,1,25,1976.0669,331.87,8.29675,5
1976,2,1,1976.0861,332.45,8.31125,5
1976,2,8,1976.1052,332.51,8.31275,5
1976,2,15,1976.1243,332.64,8.316,6
1976,2,22,1976.1434,333.49,8.33725,5
1976,2,29,1976.1626,332.43,8.31075,3
1976,3,7,1976.1817,332.99,8.32475,6
1976,3,14,1976.2008,333.56,8.339,6
1976,3,21,1976.2199,334.15,8.35375,3
1976,3,28,1976.2391,334.67,8.36675,6
1976,4,4,1976.2582,335.06,8.3765,4
1976,4,11,1976.2773,333.65,8.34125,2
1976,4,18,1976.2964,334.5,8.3625,5
1976,4,25,1976.3156,334.93,8.37325,6
1976,5,2,1976.3347,334.17,8.35425,4
1976,5,9,1976.3538,334.33,8.35825,6
1976,5,16,1976.373,335.29,8.38225,4
1976,5,23,1976.3921,335.38,8.3845,5
1976,5,30,1976.4112,334.43,8.36075,6
1976,6,6,1976.4303,334.25,8.35625,6
1976,6,13,1976.4495,334.18,8.3545,5
1976,6,20,1976.4686,334.02,8.3505,2
1976,6,27,1976.4877,-999.99,-24.99975,0
1976,7,4,1976.5068,333.59,8.33975,4
1976,7,11,1976.526,333.48,8.337,3
1976,7,18,1976.5451,332.41,8.31025,4
1976,7,25,1976.5642,332.24,8.306,5
1976,8,1,1976.5833,331.69,8.29225,5
1976,8,8,1976.6025,330.7,8.2675,6
1976,8,15,1976.6216,330.44,8.261,5
1976,8,22,1976.6407,330.23,8.25575,6
1976,8,29,1976.6598,330.43,8.26075,2
1976,9,5,1976.679,329.54,8.2385,2
1976,9,12,1976.6981,329.54,8.2385,2
1976,9,19,1976.7172,328.58,8.2145,6
1976,9,26,1976.7363,328.03,8.20075,4
1976,10,3,1976.7555,328.55,8.21375,5
1976,10,10,1976.7746,328.54,8.2135,4
1976,10,17,1976.7937,329.27,8.23175,3
1976,10,24,1976.8128,328.77,8.21925,6
1976,10,31,1976.832,329.32,8.233,4
1976,11,7,1976.8511,330.46,8.2615,4
1976,11,14,1976.8702,330.17,8.25425,7
1976,11,21,1976.8893,330.55,8.26375,7
1976,11,28,1976.9085,330.68,8.267,7
1976,12,5,1976.9276,331.19,8.27975,3
1976,12,12,1976.9467,332.39,8.30975,2
1976,12,19,1976.9658,331.7,8.2925,6
1976,12,26,1976.985,332.39,8.30975,6
1977,1,2,1977.0041,332.29,8.30725,5
1977,1,9,1977.0233,332.49,8.31225,6
1977,1,16,1977.0425,332.88,8.322,4
1977,1,23,1977.0616,332.98,8.3245,7
1977,1,30,1977.0808,332.93,8.32325,3
1977,2,6,1977.1,333.21,8.33025,4
1977,2,13,1977.1192,333.15,8.32875,5
1977,2,20,1977.1384,333.09,8.32725,6
1977,2,27,1977.1575,334.34,8.3585,5
1977,3,6,1977.1767,334.27,8.35675,5
1977,3,13,1977.1959,335.18,8.3795,5
1977,3,20,1977.2151,335.32,8.383,6
1977,3,27,1977.2342,335.16,8.379,4
1977,4,3,1977.2534,335.96,8.399,4
1977,4,10,1977.2726,335.85,8.39625,5
1977,4,17,1977.2918,336.3,8.4075,7
1977,4,24,1977.311,336.58,8.4145,5
1977,5,1,1977.3301,337,8.425,3
1977,5,8,1977.3493,336.58,8.4145,3
1977,5,15,1977.3685,337.14,8.4285,4
1977,5,22,1977.3877,336.97,8.42425,7
1977,5,29,1977.4068,336.63,8.41575,6
1977,6,5,1977.426,336.12,8.403,5
1977,6,12,1977.4452,336.01,8.40025,5
1977,6,19,1977.4644,336.34,8.4085,5
1977,6,26,1977.4836,335.74,8.3935,6
1977,7,3,1977.5027,335.46,8.3865,3
1977,7,10,1977.5219,335.23,8.38075,5
1977,7,17,1977.5411,334.59,8.36475,3
1977,7,24,1977.5603,334.09,8.35225,7
1977,7,31,1977.5795,333.42,8.3355,5
1977,8,7,1977.5986,332.54,8.3135,5
1977,8,14,1977.6178,332.84,8.321,3
1977,8,21,1977.637,331.82,8.2955,3
1977,8,28,1977.6562,332.25,8.30625,5
1977,9,4,1977.6753,331.18,8.2795,3
1977,9,11,1977.6945,331.49,8.28725,7
1977,9,18,1977.7137,330.94,8.2735,3
1977,9,25,1977.7329,330.92,8.273,5
1977,10,2,1977.7521,330.93,8.27325,6
1977,10,9,1977.7712,331.54,8.2885,4
1977,10,16,1977.7904,331.27,8.28175,4
1977,10,23,1977.8096,331.36,8.284,7
1977,10,30,1977.8288,331.87,8.29675,4
1977,11,6,1977.8479,332.08,8.302,6
1977,11,13,1977.8671,332.53,8.31325,4
1977,11,20,1977.8863,332.92,8.323,5
1977,11,27,1977.9055,332.65,8.31625,5
1977,12,4,1977.9247,333.34,8.3335,6
1977,12,11,1977.9438,333.4,8.335,5
1977,12,18,1977.963,334.03,8.35075,7
1977,12,25,1977.9822,333.99,8.34975,6
1978,1,1,1978.0014,334.66,8.3665,4
1978,1,8,1978.0205,334.56,8.364,5
1978,1,15,1978.0397,334.94,8.3735,5
1978,1,22,1978.0589,335.68,8.392,5
1978,1,29,1978.0781,335.23,8.38075,6
1978,2,5,1978.0973,334.74,8.3685,6
1978,2,12,1978.1164,335.27,8.38175,6
1978,2,19,1978.1356,335.5,8.3875,7
1978,2,26,1978.1548,335.95,8.39875,7
1978,3,5,1978.174,336.06,8.4015,7
1978,3,12,1978.1932,336.73,8.41825,6
1978,3,19,1978.2123,336.91,8.42275,5
1978,3,26,1978.2315,337.29,8.43225,6
1978,4,2,1978.2507,337.33,8.43325,4
1978,4,9,1978.2699,338,8.45,4
1978,4,16,1978.289,337.62,8.4405,5
1978,4,23,1978.3082,337.87,8.44675,4
1978,4,30,1978.3274,338.27,8.45675,5
1978,5,7,1978.3466,338.04,8.451,6
1978,5,14,1978.3658,337.89,8.44725,7
1978,5,21,1978.3849,337.79,8.44475,5
1978,5,28,1978.4041,338.44,8.461,6
1978,6,4,1978.4233,338.46,8.4615,2
1978,6,11,1978.4425,338.12,8.453,5
1978,6,18,1978.4616,337.62,8.4405,3
1978,6,25,1978.4808,337.47,8.43675,5
1978,7,2,1978.5,336.55,8.41375,4
1978,7,9,1978.5192,336.79,8.41975,6
1978,7,16,1978.5384,336.34,8.4085,5
1978,7,23,1978.5575,335.74,8.3935,5
1978,7,30,1978.5767,335.43,8.38575,6
1978,8,6,1978.5959,334.64,8.366,7
1978,8,13,1978.6151,334.69,8.36725,4
1978,8,20,1978.6342,334.21,8.35525,2
1978,8,27,1978.6534,333.78,8.3445,3
1978,9,3,1978.6726,332.81,8.32025,3
1978,9,10,1978.6918,331.86,8.2965,6
1978,9,17,1978.711,331.75,8.29375,3
1978,9,24,1978.7301,332.81,8.32025,4
1978,10,1,1978.7493,332.21,8.30525,5
1978,10,8,1978.7685,331.85,8.29625,6
1978,10,15,1978.7877,332.66,8.3165,5
1978,10,22,1978.8068,332.77,8.31925,6
1978,10,29,1978.826,333.22,8.3305,4
1978,11,5,1978.8452,333.57,8.33925,5
1978,11,12,1978.8644,333.6,8.34,7
1978,11,19,1978.8836,334.12,8.353,6
1978,11,26,1978.9027,334.1,8.3525,4
1978,12,3,1978.9219,334.46,8.3615,5
1978,12,10,1978.9411,334.96,8.374,6
1978,12,17,1978.9603,335.2,8.38,7
1978,12,24,1978.9795,335.07,8.37675,7
1978,12,31,1978.9986,335.2,8.38,7
1979,1,7,1979.0178,335.48,8.387,7
1979,1,14,1979.037,336.64,8.416,7
1979,1,21,1979.0562,336.93,8.42325,5
1979,1,28,1979.0753,337.02,8.4255,4
1979,2,4,1979.0945,336.61,8.41525,6
1979,2,11,1979.1137,336.52,8.413,7
1979,2,18,1979.1329,336.76,8.419,7
1979,2,25,1979.1521,336.97,8.42425,6
1979,3,4,1979.1712,337.93,8.44825,6
1979,3,11,1979.1904,338.1,8.4525,3
1979,3,18,1979.2096,338.65,8.46625,3
1979,3,25,1979.2288,338.97,8.47425,7
1979,4,1,1979.2479,338.87,8.47175,1
1979,4,8,1979.2671,338.78,8.4695,5
1979,4,15,1979.2863,338.77,8.46925,7
1979,4,22,1979.3055,339.38,8.4845,6
1979,4,29,1979.3247,339.56,8.489,6
1979,5,6,1979.3438,338.6,8.465,2
1979,5,13,1979.363,339.19,8.47975,4
1979,5,20,1979.3822,-999.99,-24.99975,0
1979,5,27,1979.4014,339.8,8.495,3
1979,6,3,1979.4205,339.74,8.4935,6
1979,6,10,1979.4397,339.03,8.47575,4
1979,6,17,1979.4589,339.13,8.47825,6
1979,6,24,1979.4781,338.92,8.473,2
1979,7,1,1979.4973,338.14,8.4535,6
1979,7,8,1979.5164,337.7,8.4425,5
1979,7,15,1979.5356,337.91,8.44775,6
1979,7,22,1979.5548,336.67,8.41675,6
1979,7,29,1979.574,336.84,8.421,5
1979,8,5,1979.5932,336.35,8.40875,6
1979,8,12,1979.6123,336.18,8.4045,5
1979,8,19,1979.6315,334.81,8.37025,7
1979,8,26,1979.6507,335.25,8.38125,4
1979,9,2,1979.6699,333.74,8.3435,2
1979,9,9,1979.689,334.4,8.36,4
1979,9,16,1979.7082,333.61,8.34025,6
1979,9,23,1979.7274,333.61,8.34025,5
1979,9,30,1979.7466,334.1,8.3525,6
1979,10,7,1979.7658,334.53,8.36325,3
1979,10,14,1979.7849,334.09,8.35225,7
1979,10,21,1979.8041,334.12,8.353,6
1979,10,28,1979.8233,334.54,8.3635,4
1979,11,4,1979.8425,334.8,8.37,7
1979,11,11,1979.8616,335.34,8.3835,7
1979,11,18,1979.8808,335.63,8.39075,6
1979,11,25,1979.9,335.88,8.397,7
1979,12,2,1979.9192,336.39,8.40975,7
1979,12,9,1979.9384,336.72,8.418,6
1979,12,16,1979.9575,337.01,8.42525,3
1979,12,23,1979.9767,337.18,8.4295,3
1979,12,30,1979.9959,337.53,8.43825,7
1980,1,6,1980.015,337.4,8.435,6
1980,1,13,1980.0342,337.71,8.44275,6
1980,1,20,1980.0533,338.65,8.46625,7
1980,1,27,1980.0724,337.89,8.44725,7
1980,2,3,1980.0915,338.47,8.46175,5
1980,2,10,1980.1107,338.19,8.45475,6
1980,2,17,1980.1298,338.35,8.45875,7
1980,2,24,1980.1489,338.91,8.47275,7
1980,3,2,1980.168,339.51,8.48775,4
1980,3,9,1980.1872,339.83,8.49575,6
1980,3,16,1980.2063,339.51,8.48775,6
1980,3,23,1980.2254,340.84,8.521,6
1980,3,30,1980.2445,340.64,8.516,5
1980,4,6,1980.2637,340.76,8.519,6
1980,4,13,1980.2828,340.98,8.5245,5
1980,4,20,1980.3019,341.15,8.52875,7
1980,4,27,1980.321,341.35,8.53375,6
1980,5,4,1980.3402,341.39,8.53475,4
1980,5,11,1980.3593,341.71,8.54275,6
1980,5,18,1980.3784,341.45,8.53625,6
1980,5,25,1980.3975,341.32,8.533,6
1980,6,1,1980.4167,341.64,8.541,5
1980,6,8,1980.4358,341.61,8.54025,6
1980,6,15,1980.4549,341.5,8.5375,6
1980,6,22,1980.474,340.76,8.519,4
1980,6,29,1980.4932,340.4,8.51,4
1980,7,6,1980.5123,339.42,8.4855,2
1980,7,13,1980.5314,339.31,8.48275,6
1980,7,20,1980.5505,338.77,8.46925,6
1980,7,27,1980.5697,338.81,8.47025,6
1980,8,3,1980.5888,336.78,8.4195,3
1980,8,10,1980.6079,338.07,8.45175,5
1980,8,17,1980.627,338.36,8.459,3
1980,8,24,1980.6462,337.21,8.43025,4
1980,8,31,1980.6653,336.9,8.4225,3
1980,9,7,1980.6844,336.24,8.406,5
1980,9,14,1980.7036,336.24,8.406,4
1980,9,21,1980.7227,335.36,8.384,3
1980,9,28,1980.7418,335.99,8.39975,3
1980,10,5,1980.7609,335.72,8.393,7
1980,10,12,1980.7801,336.11,8.40275,7
1980,10,19,1980.7992,336.51,8.41275,6
1980,10,26,1980.8183,336.69,8.41725,5
1980,11,2,1980.8374,336.97,8.42425,6
1980,11,9,1980.8566,337.49,8.43725,3
1980,11,16,1980.8757,337.2,8.43,7
1980,11,23,1980.8948,337.64,8.441,7
1980,11,30,1980.9139,337.88,8.447,2
1980,12,7,1980.9331,338.11,8.45275,2
1980,12,14,1980.9522,338.5,8.4625,6
1980,12,21,1980.9713,338.52,8.463,5
1980,12,28,1980.9904,338.6,8.465,7
1981,1,4,1981.0096,339.12,8.478,6
1981,1,11,1981.0288,339.25,8.48125,7
1981,1,18,1981.0479,339.55,8.48875,7
1981,1,25,1981.0671,339.67,8.49175,5
1981,2,1,1981.0863,339.89,8.49725,7
1981,2,8,1981.1055,340.7,8.5175,6
1981,2,15,1981.1247,340.18,8.5045,5
1981,2,22,1981.1438,341.34,8.5335,7
1981,3,1,1981.163,341.23,8.53075,5
1981,3,8,1981.1822,340.97,8.52425,5
1981,3,15,1981.2014,341.53,8.53825,7
1981,3,22,1981.2205,342.49,8.56225,5
1981,3,29,1981.2397,342.23,8.55575,6
1981,4,5,1981.2589,342.62,8.5655,5
1981,4,12,1981.2781,342.8,8.57,6
1981,4,19,1981.2973,342.54,8.5635,7
1981,4,26,1981.3164,342.71,8.56775,5
1981,5,3,1981.3356,343.08,8.577,6
1981,5,10,1981.3548,343.04,8.576,7
1981,5,17,1981.374,342.95,8.57375,7
1981,5,24,1981.3932,343,8.575,7
1981,5,31,1981.4123,342.87,8.57175,5
1981,6,7,1981.4315,342.83,8.57075,7
1981,6,14,1981.4507,342.4,8.56,6
1981,6,21,1981.4699,342.19,8.55475,5
1981,6,28,1981.489,341.71,8.54275,6
1981,7,5,1981.5082,341.3,8.5325,7
1981,7,12,1981.5274,340.54,8.5135,5
1981,7,19,1981.5466,340.72,8.518,5
1981,7,26,1981.5658,340.05,8.50125,5
1981,8,2,1981.5849,339.3,8.4825,7
1981,8,9,1981.6041,338.98,8.4745,6
1981,8,16,1981.6233,338.18,8.4545,6
1981,8,23,1981.6425,337.25,8.43125,5
1981,8,30,1981.6616,337.6,8.44,6
1981,9,6,1981.6808,337.1,8.4275,6
1981,9,13,1981.7,336.92,8.423,6
1981,9,20,1981.7192,336.84,8.421,7
1981,9,27,1981.7384,336.24,8.406,6
1981,10,4,1981.7575,336.66,8.4165,7
1981,10,11,1981.7767,337.11,8.42775,7
1981,10,18,1981.7959,337.22,8.4305,5
1981,10,25,1981.8151,337.68,8.442,6
1981,11,1,1981.8342,338.13,8.45325,7
1981,11,8,1981.8534,338.29,8.45725,7
1981,11,15,1981.8726,338.43,8.46075,5
1981,11,22,1981.8918,339.23,8.48075,5
1981,11,29,1981.911,339.72,8.493,4
1981,12,6,1981.9301,339.7,8.4925,5
1981,12,13,1981.9493,339.64,8.491,5
1981,12,20,1981.9685,340.03,8.50075,4
1981,12,27,1981.9877,340.51,8.51275,3
1982,1,3,1982.0068,340.59,8.51475,5
1982,1,10,1982.026,340.75,8.51875,7
1982,1,17,1982.0452,340.8,8.52,6
1982,1,24,1982.0644,341.64,8.541,7
1982,1,31,1982.0836,341.77,8.54425,6
1982,2,7,1982.1027,341.58,8.5395,7
1982,2,14,1982.1219,341.34,8.5335,4
1982,2,21,1982.1411,341.97,8.54925,6
1982,2,28,1982.1603,342.71,8.56775,6
1982,3,7,1982.1795,342.47,8.56175,6
1982,3,14,1982.1986,342.71,8.56775,6
1982,3,21,1982.2178,-999.99,-24.99975,0
1982,3,28,1982.237,342.84,8.571,1
1982,4,4,1982.2562,343.37,8.58425,5
1982,4,11,1982.2753,-999.99,-24.99975,0
1982,4,18,1982.2945,-999.99,-24.99975,0
1982,4,25,1982.3137,344.91,8.62275,4
1982,5,2,1982.3329,344.24,8.606,6
1982,5,9,1982.3521,344.81,8.62025,7
1982,5,16,1982.3712,344.67,8.61675,5
1982,5,23,1982.3904,344.81,8.62025,6
1982,5,30,1982.4096,343.96,8.599,5
1982,6,6,1982.4288,344.05,8.60125,6
1982,6,13,1982.4479,344.07,8.60175,6
1982,6,20,1982.4671,343.4,8.585,7
1982,6,27,1982.4863,343.28,8.582,6
1982,7,4,1982.5055,342.91,8.57275,7
1982,7,11,1982.5247,342.27,8.55675,7
1982,7,18,1982.5438,342.09,8.55225,5
1982,7,25,1982.563,341.76,8.544,6
1982,8,1,1982.5822,341.06,8.5265,7
1982,8,8,1982.6014,340.6,8.515,5
1982,8,15,1982.6205,340.43,8.51075,5
1982,8,22,1982.6397,339.15,8.47875,4
1982,8,29,1982.6589,338.88,8.472,6
1982,9,5,1982.6781,338.74,8.4685,6
1982,9,12,1982.6973,338.96,8.474,3
1982,9,19,1982.7164,337.24,8.431,4
1982,9,26,1982.7356,337.51,8.43775,7
1982,10,3,1982.7548,337.81,8.44525,5
1982,10,10,1982.774,337.96,8.449,6
1982,10,17,1982.7932,338.25,8.45625,7
1982,10,24,1982.8123,339.22,8.4805,5
1982,10,31,1982.8315,339.02,8.4755,6
1982,11,7,1982.8507,339.26,8.4815,7
1982,11,14,1982.8699,339.56,8.489,3
1982,11,21,1982.889,340.37,8.50925,7
1982,11,28,1982.9082,339.82,8.4955,6
1982,12,5,1982.9274,340.57,8.51425,6
1982,12,12,1982.9466,340.81,8.52025,6
1982,12,19,1982.9658,341.35,8.53375,7
1982,12,26,1982.9849,341.42,8.5355,5
1983,1,2,1983.0041,341.69,8.54225,6
1983,1,9,1983.0233,342.18,8.5545,5
1983,1,16,1983.0425,341.44,8.536,7
1983,1,23,1983.0616,341.72,8.543,7
1983,1,30,1983.0808,342.08,8.552,5
1983,2,6,1983.1,342.78,8.5695,5
1983,2,13,1983.1192,343.05,8.57625,7
1983,2,20,1983.1384,343.03,8.57575,7
1983,2,27,1983.1575,342.71,8.56775,7
1983,3,6,1983.1767,342.63,8.56575,7
1983,3,13,1983.1959,343.74,8.5935,6
1983,3,20,1983.2151,344.93,8.62325,3
1983,3,27,1983.2342,343.74,8.5935,6
1983,4,3,1983.2534,344.74,8.6185,6
1983,4,10,1983.2726,345.03,8.62575,5
1983,4,17,1983.2918,345.6,8.64,5
1983,4,24,1983.311,345.82,8.6455,7
1983,5,1,1983.3301,345.64,8.641,5
1983,5,8,1983.3493,345.94,8.6485,6
1983,5,15,1983.3685,346.36,8.659,7
1983,5,22,1983.3877,346.07,8.65175,7
1983,5,29,1983.4068,345.95,8.64875,6
1983,6,5,1983.426,346.09,8.65225,5
1983,6,12,1983.4452,345.73,8.64325,4
1983,6,19,1983.4644,345.39,8.63475,4
1983,6,26,1983.4836,344.96,8.624,5
1983,7,3,1983.5027,345.02,8.6255,7
1983,7,10,1983.5219,344.31,8.60775,3
1983,7,17,1983.5411,344.1,8.6025,4
1983,7,24,1983.5603,343.39,8.58475,4
1983,7,31,1983.5795,342.75,8.56875,6
1983,8,7,1983.5986,-999.99,-24.99975,0
1983,8,14,1983.6178,342.06,8.5515,5
1983,8,21,1983.637,341.89,8.54725,5
1983,8,28,1983.6562,340.95,8.52375,3
1983,9,4,1983.6753,340.34,8.5085,4
